osmanlica,transkripsiyon
نفس تنوس,Tonus merkez
نفس توقاد,Tokat (Tokad) merkez
نفس جنين,Cenin merkez
نفس جيده,Cide merkez
نفس حافيك,Hafik merkez
نفس حجريه,Haceriye merkez
نفس حديده,Hudeyde merkez
نفس حران,Harran merkez
نفس حكارى,Hakkari merkez
نفس حلب,Haleb merkez
نفس حما,Hama merkez
نفس حمص و حصن الاكراد,Humus merkez ve Hısnülekrad
نفس حميديه,Hamidiye merkez
نفس حوران,Havran merkez
نفس حوران و جيدور,Havran ve Cidur merkez
نفس حوضه,Havza merkez
نفس حيفا,Hayfa merkez
نفس خاصكوى,Hasköy merkez
نفس خمس,Hums merkez
نفس خيره بولى,Hayrabolu merkez
نفس خيماره,Hımara merkez
نفس دارنده,Darende merkez
نفس دبره,Debre merkez
نفس دبره چين,Debreçin merkez
نفس درامه,Drama merkez
نفس دهوك,Duhuk merkez
نفس دوات,Davat merkez
نفس دوزجه,Düzce merkez
نفس ديادين,Diyadin merkez
نفس دياربكر مع كيكى و تركمان,Diyarbekir merkez maa Gigi ve Türkmen
نفس دير زور,Deyr-i Zor merkez
نفس ديرازنيا,Dirazniya merkez
نفس ديرك,Derik (Dirik) merkez
نفس ديوريكى,Divriği merkez
نفس رانيه,Raniye merkez
نفس رداع,Rada merkez
نفس رسمو,Resmo merkez
نفس ريزه,Rize merkez
نفس ريمه,Reyme merkez
نفس زبيد,Zebid merkez
نفس زيله,Zile merkez
نفس سرايكوى,Sarayköy merkez
نفس سرفيچه,Serfiçe merkez
نفس سكتوار,Sigetvar merkez
نفس سكدين,Segedin merkez
نفس سكود,Söğüd merkez
نفس سلطان اوكي,Sultanönü merkez
نفس سلطانيه,Sultaniye merkez
نفس سليمانيه,Süleymaniye merkez
نفس سنجار,Sincar merkez
نفس سيس,Sis merkez
نفس سينوب,Sinob merkez
نفس شاركوى,Şarköy merkez
نفس شتاق,Şatak merkez
نفس شهر پازار,Şehirpazar merkez
نفس شوف,Şuf merkez
نفس شياق,Şiyak merkez
نفس صاسون,Sason merkez
نفس صاطانوه,Satanova merkez
نفس صامسون,Samsun merkez
نفس صندوقلى,Sandıklı merkez
نفس صنعا,Sana merkez
نفس طاشلوجه,Taşlıca merkez
نفس طاطاى,Daday merkez
نفس طرابلس,Trablusgarb (Trablus) merkez
نفس طرابلس مع مينه,Trablus merkez maa Mina
نفس طربزون,Trabzon merkez
نفس طرسوس,Tarsus merkez
نفس طره بزون,Trabzon merkez
نفس عدين,Udeyn merkez
نفس عزيزيه,Aziziye merkez
نفس عشا ق,Uşak merkez
نفس عكا,Akka merkez
نفس علائيه,Alaiye merkez
نفس عورتحصار,Avrathisarı merkez
نفس غرزان,Garzan merkez
نفس فكه,Feke merkez
نفس فلبه مع نواحى,Filibe merkez maa Nevahi
نفس فوچه تين,Foçateyn merkez
نفس فيلورينه,Florina merkez
نفس قدس شريف,Kudüs (Kuds-i Şerif) merkez
نفس قرجوه,Kırçova merkez
نفس قرق آغاج,Kırkağaç merkez
نفس قرق كليسا,Kırkkilise merkez
نفس قره حصار,Karahisar-ı Sahib (Karahisar) merkez
نفس قره حصار صاحب,Karahisar-ı Sahib merkez
نفس قره فريه,Karaferye merkez
نفس قره مرسل,Karamürsel merkez
نفس قريچوه,Kriçova merkez
نفس قسبروفچه,Kasperofça merkez
نفس قسطمونى,Kastamonu merkez
نفس قسطنطين اوه,Kostantinova merkez
نفس قلعۀ سنكوب,Sengob Kalesi merkezi
نفس قنديه,Kandiye merkez
نفس قنفده,Kunfuda merkez
نفس قورو چاى,Kuruçay merkez
نفس قوزانه,Kozana merkez
نفس قوش آطه سى,Kuşadası merkez
نفس قولب,Kulb merkez
نفس قوله,Kula merkez
نفس قونيه,Konya merkez
نفس قيرشهرى,Kırşehri merkez
نفس قيريوچه,Kırivçe merkez
نفس قيصريه,Kayseri (Kayseriye) merkez
نفس كدوس,Gediz (Gedüs) merkez
نفس كرجانيس,Gercanis merkez
نفس كركوك,Kerkük merkez
نفس كره بنه,Grebene merkez
نفس كره ده,Gerede merkez
نفس كرون,Gürün merkez
نفس كسروان,Kisrevan merkez
نفس كسريه,Kesriye merkez
نفس كلدكلان,Geldiklan merkez
نفس كلعنبر,Gülanber merkez
نفس كلنار,Gülnar merkez
نفس كليبولى,Gelibolu merkez
نفس كماح,Kemah merkez
نفس كماخ,Kemah merkez
نفس كمشخانه,Gümüşhane merkez
نفس كموش حاجى كوى,Gümüşhacıköy merkez
نفس كنج,Genç merkez
نفس كنجه لى,Genceli merkez
نفس كنغرى,Kengırı merkez
نفس كنقرى,Kengırı (Kenkırı) merkez
نفس كوتاهيه,Kütahya merkez
نفس كوردس,Gördos merkez
نفس كوريجه,Görice merkez
نفس كوكبان,Kevkeban merkez
نفس كوكيلى,Gevgili merkez
نفس كوملجنه,Gümülcine merkez
نفس كوى سنجاق,Köysancak merkez
نفس كوپريلى,Köprülü merkez
نفس كيغى,Kiğı merkez
نفس كيلان,Gilan merkez
نفس كيوه,Geyve merkez
نفس لاذقيه,Lazkiye merkez
نفس لاپسكى,Lapseki merkez
نفس لحيه,Luhayye merkez
نفس لسقويك,Leskovik merkez
نفس لش,Leş merkez
نفس لوروس,Luros merkez
نفس لوشنه,Luşne merkez
نفس لوله برغوس,Lülebergos merkez
نفس ليجه,Lice merkez
نفس ماردين,Mardin merkez
نفس مازكرد,Mazgird merkez
نفس متن,Metn merkez
نفس مديه,Midye merkez
نفس مرجعيون,Merc-i Uyun merkez
نفس مرسين,Mersin merkez
نفس مرعش,Maraş merkez
نفس مرفته,Mürefte merkez
نفس مرقب,Merkab merkez
نفس معمورة الحميد,Mamuretülhamid merkez
نفس مغله,Muğla merkez
نفس مغنيسا,Manisa merkez
نفس ملاطيه,Malatya merkez
نفس مناستر,Manastır merkez
نفس موداوه,Modava merkez
نفس موستار,Mostar merkez
نفس موش,Muş merkez
نفس موصل,Musul merkez
نفس موغله,Muğla merkez
نفس مولوه,Molova merkez
نفس ميحايلوه,Mihaylova merkez
نفس مژي بوژى,Mejiboji merkez
نفس نا صريه,Müntefik (Nasıriye) merkez
نفس نابلس,Nablus merkez
نفس نازللى,Nazilli merkez
نفس ناسليج,Nasliç merkez
نفس نصايبين,Nusaybin merkez
نفس نيكده,Niğde merkez
نفس نيو,Niv merkez
نفس هفوف,Hufuf merkez
نفس وارطو,Varto merkez
نفس واروش بابا,Babadağı (Baba) Varoşu
نفس وان,Van merkez
نفس ويزه,Vize merkez
نفس يانيه,Yanya merkez
نفس يكيشهر,Yenişehir merkez
نفس يلواج,Yalvaç merkez
نفس يوزغاد,Yozgad merkez
نفس پالو,Palu merkez
نفس پرلپه,Pirlepe merkez
نفس پره وزه,Preveze merkez
نفس پوزه غه,Pojega merkez
نفس پولوس كيروف,Poloskirof merkez
نفس پوژه غه,Pojega merkez
نفس پياس,Payas merkez
نفس پچوى,Peçuy merkez
نفس پچوي,Peçuy merkez
نفس چتالجه,Çatalca merkez
نفس چشمه,Çeşme merkez
نقرۀ بنى اسد,Nukra-i Beniesed
نقشك,Nikşik
نقشه و برّه,Nakşa ve Barre
نقشيك,Nikşik
نقول,Nakol
نقيب الاشرافلق,Nakibüleşraflık
نكزوان,Nikzevan
نكسار,Niksar
نكشك,Nikşik
نكشكلر,Nikşik (Nikşikler)
نكشيك,Nikşik
نكوجك,Nügücük
نكيه,Nikiye
نلچه,Nemçe (Nelçe )
نمتن,Nemetin
نمتين,Nemetin
نمجه,Nemçe
نمران,Namran
نمرود,Nemrud
نمرون,Namrun
نمچه,Nemçe
نمچه ولايتي,Nemçe Vilayeti
نناوشته,Nenavişte
ننته,Nenite
ننيته,Nenite
نه را,Nera
نه رتوه,Neretva
نهاوند,Nihavend
نهر الاسود,Nehrülesved
نهر الكب,Nehrülkelb
نهر الكبير,Nehrülkebir
نهر الكلب,Nehrülkelb
نهر المنقطع,Nehrülmunkatı
نهر بشترك,Nehr-i Beşterek
نهر تيسه,Nehr-i Tisa
نهر جديد شريف سلطان سليمان,Nehr-i Cedid-i Şerif-i Sultan Süleyman
نهر زاويه,Nehr-i Zaviye
نهر شاه,Nehr-i Şah
نهر طاشلى,Nehr-i Taşlı
نهر عنتر,Nehr-i Anter
نهر قبارطى,Nehr-i Kabartay
نهرى,Nehri
نهم,Nehm
نهيلى,Nehili
نوا,Neva
نوا برده,Novabırda
نوابردا,Novabırda
نوابرده,Novabırda
نوابرى,Novabırda
نواج,Novaç (?)
نواحئ اربعه,Nevahi-i Erbaa
نواحئ بارچنلو,Nevahi-i Barçınlı
نواحئ بارچنلى,Nevahi-i Barçınlı
نواحئ بارچينلو,Nevahi-i Barçınlı
نواحئ بارچينلى,Nevahi-i Barçınlı
نواحئ برغمه,Nevahi-i Bergama
نواحئ فيوم,Nevahi-i Feyyum
نواحئ نابلس,Nevahi-i Nablus
نواحئ يانبولى,Nevahi-i Yanbolu
نواحئ پاولى,Nevahi-i Pavlu
نواحى,Nevahi
نواحى بارجنلو,Nevahi-i Barçınlı
نواحى برغمه,Nevahi-i Bergama
نواحى مع ازمير و اورله,İzmir maa Nevahi ve Urla
نواحى يانبولى,Nevahi-i Yanbolu
نواصره,Nevasıra
نواصره مع قرداحا,Nevasıra maa Kardaha
نواصره مع قرداحه,Nevasıra maa Kardaha
نوامه (؟),Navama (?)
نوتياق,Nutyak
نوتيلاز,Nevtilaz
نور الدين,Nureddin
نور قوب,Nevrekob
نورا,Nora
نورالدين,Nureddin
نورحق,Nurhak
نورحق و چوماق بازارى,Nurhak ve Çomakpazarı
نوردوز,Norduz
نوردوز مع شيوه له,Norduz maa Şivelan (Şivele)
نورقوب,Nevrekob
نوركاه,Norgah
نوركوح,Norkoh
نوركوخ,Norkoh
نوره قوب,Nevrekob
نوسقه,Nevaska
نوشهر مع اركوب,Nevşehir maa Ürgüb
نوشهر مع اوركوب,Nevşehir maa Ürgüb
نوطياق,Nutyak
نوكاي,Nogay (?)
نوكوجك,Nügücük
نوكوچك,Nügücük
نوه,Nova
نوه برده,Novabırda
نوه سل مع كلوچ,Novasil maa Kluç
نوه سنه,Nevesine
نوه سين و تتمۀ فوچه,Nevesine (Nevesin) ve Tetimme-i Foça
نوه سينه,Nevesine
نوه شناوه,Novaşinava
نووه,Nova
نووين,Novin
نوين,Novin
نيابت فرموده,Niyabet-i Fermude
نيابت كاريش احتيار,Niyabet-i Gariş İhtiyar
نيالسقور,Niyaliskur
نيامج مع پياتره,Niyamiç maa Piyatra
نياندرو,Niyandoro
نياندورو,Niyandoro
نيروه,Nirve
نيزيب مع بايشته,Nizib maa Barişa (Bayişte)
نيس,Nis
نيسومى,Nisomi
نيف,Nif
نيقاريه,Nikarya
نيقسيج,Niksiç
نيكسار,Niksar
نيكشان,Nikişan
نيكلى,Nikli
نيكوريا,Nikuriya
نيل,Nil
نيمبروس,Nimbros
نيمت سودين,Nimet Svodin
نيپورى,Nipori
نَخُيلَه,Nahile
نَخِيلَه,Nahile
نَضْرين,Nazrin
نَضْرِين مع توابع,Nazrin maa Tevabi
نَهْرَوان,Nehrevan
هارثه,Harise
هارنيش,Harniş
هارون اباد,Harunabad
هارونيه,Haruniye
هارونيّه,Haruniye
هازو,Hazzo
هاشميه,Haşimiye
هاشميّه,Haşimiye
هافيك,Hafik
هاكپونيزيا,Hakiponiziya
هامو,Hamo
هامور,Hamur
هاوار,Havar
هاوانا,Havana
هاويك,Havik
هاچين,Haçin
هتش,Heteş
هدويك,Hidvig
هدى,Hedi
هرات,Herat
هراقليا,Herakliya
هرتو,Hertev
هرسك,Hersek
هرسه,Herese
هرسينى,Hersini
هرطه,Herita
هرقوص,Herkus
هركه وقلعۀ صغه جق,Hereke ve Kale-i Sığacık
هركى,Heriki
هركيان,Herekiyan
هرمان,Herman
هرمانلى,Harmanlı
هرمز,Hürmüz
هرمونيزى,Hermonizi
هرناد,Hernad
هره ك,Herek
هروتيان,Herutyan
هريكى,Heriki
هريوانلى,Herivanlı (?)
هرّه (؟),Hirra (?)
هرّو,Hurru
هرْسك,Hersek
هزارشاه,Hezarşah
هزارغراد,Hezargrad
هزارمرد,Hezarmerd
هزاره,Hezara
هزق,Hezek
هزك,Hezek
هشين,Hişin
هفوف,Hufuf
هكبلى اطه,Heybeliada
هكبه لى اطه,Heybeliada
هكيم,Hekim
همت,Himet
همدان,Hemedan
همشين,Hemşin
همشين بالا,Hemşin-i Bala
همشين زير,Hemşin-i Zir
هنجام,Hencam
هندرابى,Henderabi
هندستان,Hindistan
هنديه,Hindiye
هنديّه,Hindiye
هه رو,Hero
هوار,Hevar
هواكل,Hovakil
هوبان,Hüban
هوتاليج,Hotaliç
هودى دده,Hodidede
هودي,Hudi
هور,Hevr
هورالله,Havrullah
هوراه,Havrullah
هورمز,Hürmüz
هوسنك,Hösnek
هوش,Heveş
هوشين,Hoşin
هوك,Hevek (?)
هوللوق,Hollok
هون,Hun
هونين,Hunin
هونين و ساحل قانه,Hunin ve Sahil-i Kana
هونين و ساحل قانه و مرج عيون,Hunin ve Sahil-i Kana ve Merc-i Uyun
هوواكل,Hovakil
هويدان,Hüveydan
هويدى,Hevidi
هويران مع مازكرد,Hozat (?)(Hoyran (?)) maa Mazgird
هيت,Hit
هيرون,Hiron
هيه,Hih
هيوك,Höyük
هَرْسك,Hersek
هَونين,Hunin
هُورَمُتْ,Hüremüt
هِيهْ,Hih
و عشيرت بوز اولوس,Tabanlı ve Aşiret-i Bozulus
وآرآديه,Varadya
وآن,Van
واتقه,Vatika
واتون,Vaton
واتى,Vati
واتيقه,Vatika
واثى,Vasi
واج,Vac
وادئ جمول,Vadi-i Cumul
وادئ شرقى,Vadi-i Şarki
وادئ عتبه,Vadi-i Utbe
وادئ غربى,Vadi-i Garbi
وادئ غربىNakhalat,Vadi-i Garbi
وادئ موسى,Vadi-i Musa
وادئ نخله,Vadi-i Nahle
وادالتيم,Vaditteym
وادى,Vadi
وادى الاخضر,Vadilahdar
وادى التيم,Vaditteym
وادى التيم و عرقوب,Vaditteym ve Arkub
وادى الشعرا,Vadişşuara
وادى الشعراء الغربى,Vadişşuara el-Garbi
وادى العجم,Vadilacem
وادى اللوا,Vadilliva
وادى النبى,Vadinnebi
وادى برده,Vadi-i Berada
وادى بره ده,Vadi-i Berada
وادى بَرده,Vadi-i Berada
وادى بَرَدَه,Vadi-i Berada
وادى شعير,Vadi-i Şair
وادى قنديل,Vadi-i Kandil
وادى موسى,Vadi-i Musa
وادى وانك,Vadivank
وادي برده,Vadi-i Berada
وادي جمول,Vadi-i Cumul
واديه,Vadiye
واديّه,Vadiye
واراد,Varad
واراديه,Varadya
واربا,Varba
وارتو,Varto
وارتين,Vartin
واردار,Vardar
واردار صوي,Vardar suyu
وارش,Varoş
وارطان,Vartan
وارطن,Vartin
وارطو,Varto
وارطوى عليا و سفلا مع عشيرت جبرانلو,Varto (Varto-yı Ulya ve Süfla) maa Aşiret-i Cibranlı
وارنقه,Varnaka
واروش,Varoş
واروش سوله,Varoş-ı Sole
واروش فروزبك,Varoş-ı Firuzbey
واروش قلعۀ مكوريجيه,Varoş-ı Kale-i Mikuriçye
واروش قلعۀ مكوريچيه,Varoş-ı Kale-i Mikuriçye
واروش قلعۀ نفس نوى,Novi Kalesi Varoşu
واروش لشنيجه,Varoş-ı Leşniçe
واروششته,Varoşişte
وارچاروقف,Varçarvakıf
واسط,Vasıt
واسقوان,Vaskovan
واسقووان,Vaskovan
واسكرد,Vasgird
واسوويك,Vasovik
واسيل آطه,Vasilada
واسيلقو,Vasiliko
واسيلى,Vasili
واسيليقو,Vasiliko
واشقه سنمارتين,Vaşka Senmartin
واشيان,Vaşyan
واصار,Vasar
واصط,Vasıt
واصلقه,Vasilika
واصلقو,Vasiliko
واظلدان,Vazıldan
واق,Vak
والاندووه,Valandova
والتوز,Valtoz
والطه,Valta
والير,Valir
واليوه,Valyeva
والپوه,Valpova
والپووه,Valpova
والچترين,Vulçıtrın
واموس,Vamos
وان,Van
وان ادرميد,Van Edremid
وان و اختمار,Van ve Ahtamar
وايونتيا,Vayonetya
واچ,Vaç
واچنه,Vaçne (?)
واژون,Vajon
وبش,Vebeş
وتحى,Vethi
وتحي,Vethi
وته,Vate
وتهي,Vethi
وثيقوق,Visikuk
وثيقوك,Visikuk
ودرينچه,Vidriniçe
ودنه,Vodine
ودنيچه,Vodeniçe
وده نيچه,Vodeniçe
ودين,Vidin
ودين مع ناحيۀ صحراء بلغرادجق و لوم و پولميه,Vidin maa Nahiye-i Sahra ve Belgradcık ve Lom ve Polomiye
ودين مع نواحى,Vidin maa Nevahi
ودين و نواحى,Vidin ve Nevahi
ودينه,Vodine
وراتار,Vratar
وراخاس,Vrahas
وراد,Varad
وراديه,Varadya
ورانيك,Vranik
وراى,Varay
وراژن,Verajne (Verajn (?))
وربيل,Verebil
ورتنك (؟),Vertenk (?)
وردور,Verdura
وره بيل,Vrabil
وروش,Varoş
ورومونا,Vromuna
ورومونه,Vromuna
وريشان,Verişan
وزير كوپريسى,Vezirköprü (Vezirköprüsü)
وزيرخانى,Vezirhanı
وزيركوپرى,Vezirköprü
وزيركوپريسى,Vezirköprü (Vezirköprüsü)
وساليط,Vussalit
وسطه,Vusta
وسوره,Visora
وسوقه,Visoka
وشتران,Voşteran
وشتيجه,Voştiçe
وشتيچه,Voştiçe
وشغراد,Vişegrad
وشوه,Vişova
وشين,Veşin
وصابين,Vasabeyn
وفس,Vefs
وقف,Vakıf
وقف حمزه بيك,Vakf-ı Hamzabey
وقف زير,Vakf-ı Zir
وقف صغير,Vakf-ı Sagir
وقف كبير,Vakf-ı Kebir
وقف كبير مع اسكيه,Vakf-ı Kebir maa İskefiye (İskeye)
وقه,Vuka
وكره,Vekre
ولا,Vela
ولاقسا,Valaksa
ولايت افلاق,Eflak Vilayeti
ولايشته,Vlayişte
ولجترين,Vulçıtrın
ولق,Vılk
ولقوار,Vulkovar
ولوس,Volos
ولوندوس,Velvendos
ولى بابا,Velibaba
وليامن,Valyemin
وليقه,Velika
وليقه سچن,Velika Seçen
ولين,Velin
وليه,Velye
ولچترن,Vulçıtrın
ولچترين,Vulçıtrın
ولچترين مع نظارت اسكوب,Vulçıtrın maa Nezaret-i Üsküb
ولچترين مع نظارت قراطوه و اسُكُوبْ,Vulçıtrın maa Nezaret-i Kratova ve Üsküb
ولچه,Velçe
ولچه مع رمنيق,Vulçe maa Rimnik
ونديقواطه جغى,Venediko Adacığı
ونديك مملكتي,Venedik Memleketi
ونك,Venk
ونوس,Vunos
ونيچه,Voniçe
ونچه,Vençe
وه لزه,Veleze
وه نه تيقو,Venetiko
ووئيدى,Voidi
وودنا,Vodine
وودينه,Vodine
وودينه مع قره جه آباد,Vodine maa Karacaabad
وورقولاقه,Vurkolaka
ووسالت,Vussalit
ووشتيجه,Voştiçe
ووشتيچه,Voştiçe
ووقه,Vuka
ووقوليس,Vukolis
ووكين مع اسوتي مقلوش,Vokin maa İsvetimikloş
وولغارو,Vulgaro
وولوس,Volos
ووليسو,Voliso
وونا,Vona
وونوس,Vunos
وونيچه,Voniçe
ووولوس,Vuvalos
ويانو,Viyano
ويجه,Viçe
ويد,Vid
ويدهر,Vidher
ويدو,Vido
ويدوسقه,Vidoska
ويدين,Vidin
ويران شهر,Viranşehir
ويرانش,Vıraneş
ويرانشهر,Viranşehir
ويرباشقى,Virbaşkı
ويربانيه,Virbanya
ويرجه,Virce
ويرح بليجه,Virhbiliçe
ويرح ريقه,Virhrika
ويرحوينه,Virhovine
ويرخ قروپنه,Virhkrupine
ويردنك,Virdnik
ويردنيك,Virdnik
ويرشيجه,Virşice
ويرغوراج,Virgoraç
ويره وتيچه,Virevitiçe
ويرهووينه,Virhovine
ويرهوينه,Virhovine
ويروتيچه,Virevitiçe
ويروير,Vırvır
ويزه,Vize
ويسوره,Visora
ويسوقه,Visoka
ويسيّه,Veysiye
ويشغراد,Vişegrad
ويشقراد,Vişegrad
ويشه غراد,Vişegrad
ويشوه,Vişova
ويطولشته,Vitoleşte
ويلاغوش,Vilagoş
وينقوفچه و ايوانقوه,Vinkofça ve İvankova
وينوغراچ,Vinograç
ويوده,Voyvoda
ويچه,Viçe
وَادِى,Vadi
وُدِنَه,Vodine
وِدِينْ,Vidin
وپراش,Vapraş
وچرا,Viçra
وچيچه,Vuçiçe
يابلاق وماقرق (؟),Yablak (?) ve Makrak (?)
ياج اغاچ,Yaçağaç
يادره,Yadara
يادره مع اتبكار,Yadara maa Atpınar
يادكين,Yadgin
يارحصار مع پازارجق,Yarhisar maa Pazarcık
يارقه,Yaraka
يارلق,Yarlık
يارمجه,Yarımca
يارنكومه,Yarangüme
ياره پتره,Yerapetra
ياروشوقه,Yaroşevka
يارچه,Yarçe
يازى يرى,Yazıyeri
ياسنوويك,Yasenovik
ياسنويك,Yasenovik
ياسنچه,Yaseniçe
ياش,Yaş
ياش طاغ,Yaşdağ
ياصنوفچه,Yasanofça
ياصيجه,Yassıca
ياغان,Yağan
ياغداش,Yağdaş
ياغده,Yağda
ياغودنه,Yagodine
ياغودينه,Yagodine
يافع (؟),Yafi (?)
يافه,Yafa
ياقوريت,Yakorit
ياله,Yale
يالواچ قره اغچ,Yalvaç ve Karaağaç
يالوميچا,Yalomiça (?)
يالوميچه,Yalomiçe
يالى,Yalı
يالي,Yalı
يان,Yan
يانبولى,Yanbolu
يانبولى مع نواحى,Yanbolu maa Nevahi
يانسقار,Yaniskar
يانق,Yanık
يانوس هذه,Yanoşheze
يانوه مع ساموكش,Yanova maa Şamukeş (Samukeş)
يانيق,Yanık
يانيه,Yanya
يانيه مع قرندوس,Yanya maa Korindos
يانيه مع قروندوس,Yanya maa Korindos
يانيه مع قورندوس,Yanya maa Korindos
يانيه مع نواحى,Yanya maa Nevahi
يانيچه,Yaniçe
ياوه بولى,Yavebolu
ياووز كمال,Yavuzkemal
ياياكوي,Yayaköyü
يايقل,Yaykıl
يايقيل,Yaykıl
يايلاجيلر,Yaylacılar
يايلاق صغير,Yaylak-ı Sagir
يايلاق كبير,Yaylak-ı Kebir
يايچه,Yayçe
يبان آباد,Yabanabad
يبان اباد,Yabanabad
يبان اووه,Yabanova
يبان حمامى,Yabanhamamı
يحيا لو,Yahyalı
يحيا لى,Yahyalı
يحيالو,Yahyalı
يخكيك,Yahkik
يدى آطه,Yediada
يدى ديوان,Yedidivan
يدي ديوان,Yedidivan
ير كسكى,Yerkesiği
ير كسيكى,Yerkesiği
ير كسيگى,Yerkesiği
يرا پتره,Yerapetra
يراپترا,Yerapetra
يراپتره,Yerapetra
يركان,Yörükan
يركوكى,Yergöğü
يرلى صو,Yerlisu
يرنيكومه,Yarangüme
يره پتره,Yerapetra
يرونيسى,Yeronisi
يزه رو,Yezero
يزيدى,Yezidi
يشيل ايرمق,Yeşilırmak
يصى,Yassı
يصى آطه,Yassıada
يصيجه آطه لرى,Yassıca Adaları
يصيچه,Yassıca
يغان,Yağan
يغلو بياده (؟),Yağlıbayada (?)
يغلو دره,Yağlıdere
يغما,Yağma
يغودنه,Yagodine
يفا,Yafa
يفرين,Yifrin
يقارو زغوريه,Yukarızagorye
يقه,Yaka
يقه جق,Yakacık
يقه جق و آق شهر آباد و تامزاره,Yakacık ve Akşehirabad ve Tamzara
يكانه,Yegana
يكشار,Yenişar
يكشار مع قشاقلى,Yenişar maa Kaşaklı
يكشهر ايدين,Yenişehir-i Aydın
يكى ايل عشيرتى,Yeniil Aşireti
يكى ايل و قنغال و طنوس و دلكلى طاش,Yeniil ve Kangal ve Tonus ve Deliklitaş
يكى بازار مع ترقوشته,Yenipazar maa Tirgovişte (Tırkovişte)
يكى جمعه,Yenicuma
يكى حصار,Yenihisar
يكى خان,Yenihan
يكى سادا,Yenisada
يكى قلعه,Yenikale
يكى مسلمان,Yenimüslüman
يكى مسلمان و قوشتاش,Yenimüslüman ve Kuştaş
يكى ملا طيه,Yenimalatya
يكى پازار ايدين,Yenipazar-ı Aydın
يكى پازار مع متروفچه,Yenipazar maa Mitroviçe (Mitrofça)
يكى پازار مع ناحيۀ سنيچه و سراى,Yenipazar maa Nahiye-i Seniçe ve Saray
يكى پازار مع نواحى,Yenipazar maa Nevahi
يكى پازارايدين,Yenipazar-ı Aydın
يكي قصبه,Yenikasaba
يكيجه افلانى,Yenice-i Eflani
يكيجه اوبه,Yeniceoba
يكيجه جمعه,Yenicecuma
يكيجه حصار,Yenicehisar
يكيجه قره جه اباد,Yenice Karacaabad
يكيجه قره صو,Yenice-i Karasu
يكيجه قزل اغاج مع خاتون ايلى,Yenice-i Kızılağaç maa Hatunili
يكيجه قلعه,Yenicekale
يكيجه واردار,Yenice-i Vardar
يكيجۀ قره صو,Yenice-i Karasu
يكيجۀ قزل آغاج مع خاتون ايلى,Yenice-i Kızılağaç maa Hatunili
يكيجۀ قزل اغاچ مع خاتون ايلى,Yenice-i Kızılağaç maa Hatunili
يكيجۀ واردار,Yenice-i Vardar
يكيجۀ واردار مع ودينه,Yenice-i Vardar maa Vodine (Vodena)
يكيجۀ وردار,Yenice-i Vardar
يكيجۀافلانى,Yenice-i Eflani
يكيشهر ايدين,Yenişehir-i Aydın
يكيشهر فنارمع نواحى,Yenişehir-i Fener maa Nevahi
يكيشهر مع نواحئ ابنوس و غلوس و ارغلاستى,Larisa (Yenişehir) maa nevahi-i İbnos ve Golos maa Argalasti
يكيشهر و فنار,Yenişehir ve Fener
يكيشهروفنار,Yenişehir ve Fener
يكيچرى اطه لرى,Yeniçeri Adaları
يلا نجى,Yalancı
يلاسون,Yalasun
يلاصون,Yalasun
يلاق آباد,Yalakabad
يلاق اباد,Yalakabad
يلج,Yelec
يلدزايلى,Yıldızeli
يلديز ايلى,Yıldızeli
يلديزايلى,Yıldızeli
يلسون,Yalasun
يللجه,Yellice
يلليجه,Yellice
يلواج و قره اغاج,Yalvaç ve Karaağaç
يلواج و قره اغاچ,Yalvaç ve Karaağaç
يليل,Yelil
يمانية السفلا,Yemaniyetüssüfla
يمره مع وقف صغير,Yomra maa Vakf-ı Sagir
يمشلو,Yemişli
يمهوره,Yemhura
يمورطه آطه,Yumurtaada
يمورطه لق مع قره طاش,Yumurtalık maa Karataş
ينبع البحر,Yenbuulbahr
ينبوع,Yenbu
ينبوع البحر,Yenbuulbahr
ينكى,Yengi
ينوه,Yanova
ينوه مع شاموكس,Yanova maa Şamukeş (Şamukes)
ينوه مع شاموكش,Yanova maa Şamukeş
ينيجه لى,Yeniceli
يهوديان,Yahudiyan
يهوديه و زين,Yahudiye ve Zeyn
يهولنجه,Yeholniça
يوادى,Yavadı
يواش,Yavaş
يوبا,Yuba
يورتان,Yortan
يورد,Yurd
يورس,Yoros
يورس و قره صو و شيخلر,Yoros ve Karasu ve Şeyler
يورطان,Yortan
يورك,Yörük
يوركان,Yörükan
يوركان آراج,Yörükan-ı Araç
يوركان اراج,Yörükan-ı Araç
يوركان اسلاملو,Yörükan-ı İslamlı
يوركان انقره,Yörükan-ı Ankara
يوركان روم ايلى,Yörükan-ı Rumeli
يوركان زيله,Yörükan-ı Zile
يوركان طراقلى,Yörükan-ı Taraklı
يورمه,Yorma
يوره,Yora
يوره كير,Yüreğir
يوروس,Yoros
يوروس مع شيخلو و قره صو,Yoros maa Şeyhler (Şeyhli) ve Karasu
يوروك,Yörük
يوروكان,Yörükan
يوروكان بزرك,Yörükan-ı Büzürk
يوروكان روم ايلى,Yörükan-ı Rumeli
يوزباش,Yüzbaş
يوزده باره,Yüzdepare
يوزده جيان,Yüzdeciyan
يوزده پاره,Yüzdepare
يوزغات,Yozgat
يوزغاد,Yozgad
يوسفجه,Yusufca
يوشوه,Yoşava
يوقارو اووه,Yukarıova
يوقارى بوزطغان,Yukarıbozdoğan
يوقارى دندار,Yukarıdündar
يوقارى قلنجلو,Yukarıkılıçlı
