osmanlica,transkripsiyon
كوپرولو,Köprülü
كوپرى,Köprü
كوپرى مع پراكين,Köprü maa Perakin
كوپريلو,Köprülü
كوپريلى,Köprülü
كوپسى,Küpsi
كوپك بالغى,Köpekbalığı
كوپل,Küplü
كوپلى,Küplü
كوپه لى,Küpeli
كوچاريد,Göçarid
كوچز,Köçez
كوچك اطه,Küçükada
كوچك اوه,Küçükova
كوچك باره,Küçükbare
كوچك باغچه,Küçükbağçe
كوچك بغچه,Küçükbağçe
كوچك حابور,Küçükhabur
كوچك خالكى,Küçükhalki
كوچك دره سى,Köçekderesi
كوچك ساداب,Küçüksadab
كوچك سرفو,Küçükserfo
كوچك سريغو,Küçükserigo
كوچك صو,Küçüksu
كوچك طوشان اطه لرى,Küçüktavşan Adaları
كوچك غاوذو,Küçükgavzo
كوچك فنطه,Küçükfanta
كوچك قره صو,Küçükkarasu
كوچك قوز,Küçükkoz
كوچك قوفونيزه,Küçükkofonize
كوچك كوز,Küçükgöz
كوچك كوى,Küçükköy
كوچك مندرس,Küçükmenderes
كوچك و بيوك روده,Küçük ve Büyük Ruda
كوچك ويران,Küçükviran
كوچك چكمجه,Küçükçekmece
كوچك چوقه,Küçükçuka
كوچنوس,Koçanos
كوچه باغات تبريز,Kuçebağat-ı Tebriz
كوچوك غالانيس,Küçükgalanis
كوچوك قويو,Küçükkuyu
كوچوك قيو,Küçükkuyu
كوچى,Göçi
كى,Kiy
كيبَرون,Kiberon
كيتره,Kitre
كيترو,Kitro
كيترى يانى,Kitriyani
كيته,Kite
كيدروس,Kidros
كيدوس مع قصبۀ شبخانه,Gediz (Gidos) maa kasaba-i Şabhane
كيدوس و شابخانه,Gediz (Gidos) ve Şabhane
كيدونيه,Kidonya
كير واسيلى,Kirvasili
كير وقور,Krevukor
كيرا,Kira
كيرادس,Kiradis
كيرانس,Gerenis
كيرتانوص,Kirtanos
كيرد,Girid
كيرشوه,Kreşova
كيركى,Gireği
كيرلى,Kirli
كيره,Geyre
كيره جك,Girecik
كيره سون,Giresun
كيره كوز,Giregöz
كيرواسيلى,Kirvasili
كيروينه,Krivina
كيرياكى,Kiryaki
كيريقوس,Kiryakos
كيرپوزك,Kirpüzek
كيرچقه,Kriçka
كيزير,Kizir
كيسامو,Kisamo
كيسان,Kisan
كيسه,Kise
كيسه مو,Kisamo
كيسوس,Kisos
كيسون,Keysun
كيش بنديك,Kişbenedik
كيش طوپوجان,Kiştopocan
كيغونيه,Kigonya
كيغى,Kiğı
كيغي,Kiğı
كيغيك,Kiğik
كيفسه,Kifse
كيك,Geyik
كيكل عشيرتى,Geygil Aşireti
كيكل و مودانلى جماعتلرى,Geygil ve Modanlı Cemaatleri (?)
كيكلر,Geyikler
كيكلى,Geyikli
كيكى,Kiki
كيكى خلجان,Kiki Halecan
كيكى چركان,Kiki Çerikan
كيكي,Kiki
كيل,Keyl
كيل و كتيبان,Keyl ve Küteyban
كيلان,Gilan
كيلان مع نوه برده,Gilan maa Novabırda
كيلى,Kili
كيلي,Kili
كيموش,Gimoş
كينزو,Kinzö
كينه روز,Kineroz
كينوريه,Kenoryo
كينوس,Kinos
كينولى,Ginolu
كيوانك,Keyvank
كيوه,Geyve
كيوه مع اق حصار,Geyve maa Akhisar
كيوه نات,Kivenan
كييكلى,Geyikli
كيچى سنجانلو,Kiçisincanlı
كيگلان,Keygelen (?)
كَاف مع عَمْدُونْ و مِكْنَه و سِنَانْ و تَسْتُورْ و طَبَرْسُوق,Kef (Kaf) maa Amdun ve Mikne ve Sinan ve Testur ve Tabersuk
كَرَك شبك مع امير حاجلق,Kerek-i Şubek maa Emir-i Haclık
كَرْپَه,Kerpe
كَشْلو,Keşli
كَفَه,Kefe
كَوَانْلُو,Gevenli
كُبَيْسه,Kubeyse
كُردلان و مقاطعۀ شطّ,Kirdalan (Kürdelan) ve Mukataa-i Şatt
كُرْكيل,Görgil
كُوسِيّه,Kusiyye
كُوسْتَنْجَه,Köstence
كُولَه,Gule
كِلِى,Kili
كپرى,Vezirköprü (Köprü)
كپز,Kepez
كپسود,Kepsud
كپسوط مع قصبۀ بلاط,Kepsud (Kepsut) maa Kasaba-i Balat
كچكلى,Gicikli
كچكمت,Keçkemet
كچكه,Geçge
كچنوس,Koçanos
كچوان,Geçvan
كچى,Keçi
كچى بورلو,Keçiborlu
كچى بورلى,Keçiborlu
كچى بورلى و حويران,Keçiborlu ve Hoyran
كچى سنجانلو,Kiçisincanlı
كچيبورلى,Keçiborlu
كچيك,Keçik
كچيلر و بيراملو,Keçiler ve Bayramlu
لآذِقِيَّه,Lazkiye
لؤنيس,Leonis
لئونيس,Leonis
لا دق,Ladik
لا ذقيه,Lazkiye
لا رنده,Larende
لا شيد,Laşid
لا لا باشا,Lalapaşa
لاب,Lab
لاباد,Labad
لابدوس,Labdos (?)
لابسكى,Lapseki
لابوۀ زير,Labova-i Zir
لاتذاده,Latzade
لاترونيسى,Latronisi
لاتن,Latin
لاتچوه,Latiçeva
لاجان,Lacan
لاجان زرزا,Lacan-ı Zerza
لاحقا,Lahka (?)
لاحنه قصرى,Lahanakasrı
لاديق,Ladik
لاديك,Ladik
لاذقيه,Lazkiye
لاذقيّه,Lazkiye
لارتيك,Lartik
لارسه,Larisa
لارك,Larik
لارنده,Larende
لاز,Laz
لازا,Laza
لازاره,Lazara
لازاره تنو,Lazaretto
لازستان,Lazistan
لازقيه,Lazkiye
لازكيه,Lazkiye
لاس پالماس,Las Palmas
لاستوه,Lastva
لاسپى,Laspi
لاشقوا,Laşkova
لاشقوه,Laşkova
لاشوه,Laşva
لاشيد,Laşid
لاشِيدْ,Laşid
لاغوس,Lagos
لاغوسته,Lagosta
لاغوسه,Lagusa
لاق,Lak
لاقاپرارا,La Kaprara
لاقه,Lakka
لاقوس,Lakos
لاكوديا,Lakudiya
لالا,Lala
لامبه روز,Lambaroz
لامبيس,Lambis
لامپدوزه,Lampedusa
لانقاذا,Lankaza
لانقازه,Lankaza
لانقذا,Lankaza
لاهة,Lahe
لاپ,Lab
لاپسكى,Lapseki
لاپسكى مع چارطاق,Lapseki maa Çardak
لاپچه,Lapça
لبده,Lebde
لبسوس,Lipsos
لبنه,Libene
لبهوه,Libohova
لبوشقه,Lubuşka
لبومير,Libomir
لبوويك,Lipovik
لبويك,Lipovik
لتخور,Litohor
لجا,Leca
لجون,Leccun
لجّون,Leccun
لحسا,Lahsa
لحيه,Luhayye
لد,Lud
لد مع رمله,Lud maa Remle
لريوز,Leryoz
لريوز اطه سى,Leryoz Adası
لريوز جزيره سى,Leryoz Ceziresi
لزكى,Lezgi
لسحاط,Leshat
لسسان,Lissan
لسقاو,Liskav
لسقوجه,Leskofça
لسقوويچه,Leskoviçe
لسقويق,Leskovik
لسقويك,Leskovik
لسقويچه,Leskoviçe
لسك,Lesk
لسپوس,Lespos
لش,Leş
لش ما ليسياسى,Leş Malisyası
لفتره,Leftere
لفقامورى,Lefkamori
لفقو,Lefko
لفقو اطه لرى,Lefko Adaları
لفقوشه,Lefkoşa
لفقوشي,Lefkoşa
لفكه,Lefke
لفكوشه,Lefkoşa
لفچه,Lefçe
لقه,Lika
لقورس,Likurs
لمبرد,Lemberd
لمنى,Limni
لمنى جزيره سى,Limni Ceziresi
لمنى مع بوز بابا,Limni maa Bozbaba
لمني,Limni
لنجه,Luniçe
لندوز,Lindos (Lindoz)
لندوس,Lindos
لندوه,Lendeva
لنغراد,Lengrad
لنغظه و بشيك كوللرى,Lankaza (Langaza) ve Beşik Gölleri
لنقزه,Lankaza
لنقضه,Lankaza
لنقظه,Lankaza
لنقظه و بغدان,Lankaza ve Boğdan
لنويولى,Lenoyoli
له ولايتي,Leh Vilayeti
لهون,Lehven (?)
لوا,Leva
لوادى,Livadi
لواديه,Livadiye
لواديّه,Livadiye
لوانه,Livane
لوانه و برتك,Livane ve Pertek
لوانه و پرتك,Livane ve Pertek
لوانۀ عليا,Livane-i Ulya
لوبان,Luban
لوبشقه,Lubuşka
لوبنه,Lubine
لوبوچيك,Lubovçik
لود,Löd
لود مع رمله,Lud maa Remle
لودريك,Ludrik
لودى,Lodi
لورئ عليا,Lori-i Ulya
لورستان,Luristan
لوروس,Luros
لورى,Lori
لوري,Lori
لوز,Luz
لوزنيجه,Lozniçe
لوسين,Lusin
لوشان طارم سفلا و عليا,Loşantarım-ı Süfla ve Ulya
لوشانجى,Loşanci
لوشديكن,Löşdiğin
لوشنه,Luşne
لوط,Lut
لوغرينا,Logorina
لوغورينا,Logorina
لوفجه,Lofça
لوفچه,Lofça
لوفچه مع اتره بولى,Lofça maa Etrepoli
لوقاوچه,Lukaviçe
لوقه,Luka
لوك,Luk
لوكا,Luka
لولا,Lula
لوله برغوس,Lülebergos
لوم,Lom
لوم مع پولميه,Lom maa Polomiye
لوم و بولميه,Lom ve Polomiye
لومبونيا,Lumboniya
لومنيچه,Lomniçe
لومه,Luma
لومه قاليس,Luma Kalis
لوند,Levend
لوندار,Londar
لوندر,Londar
لوندره,Londra
لونقوز,Lonkoz
لونچه,Luniçe
لوه,Leva
لويت و بيت الشباب,Livin (Livit) ve Beytüşşebab
لويتا,Levita
لويته,Levita
لويسى,Luvisi
لويلى عشيرتى,Livili Aşireti
لوپتنه,Luptine
لوچيچه,Luçiçe
لوچچه,Luçiçe
لوژنجه,Lujnica
ليا,Leya
ليادى,Liyadi
ليبوشقه مع ايموچقه,Lubuşka (Libuşka) maa İmoçka
ليبوه,Lipova
ليت,Lit
ليتادا,Litada
ليتاده,Litada
ليتخور,Litohor
ليترى,Litri
ليجه,Lice
ليجه مع آتاق و تلسمه,Lice maa Atak ve Telseme
ليرا,Lira
ليز,Liz
ليس,Lis
ليسا,Lissa
ليسنا,Lesina
ليسّا,Lissa
ليف,Lif
ليف عليا,Lif-i Ulya
ليقه,Lika
ليقوريما,Likorima
ليل,Lil
ليلان,Leylan
ليماسول,Limasol
ليمان,Liman
ليمان حصار,Limanhisar
ليمسول,Limasol
ليمنوس,Limnos
ليمنى,Limni
ليمون ازمير,Limon-ı İzmir
لينارى,Linari
ليندو,Lindo
لينه,Leyne
لينوزه,Linoza
ليوادستروزه,Livadostroza
ليوادى,Livadi
ليواديه,Livadiye
ليوانه,Livane
ليونو,Livno
ليوين,Livin
ليِپُوَه,Lipova
ليپارا,Lipara
ليپسوقوتاله اطه جغى,Lipsokutala Adacığı
ليپوه,Lipova
ليپوه مع رادنه,Lipova maa Radna
ليچيك,Liçik
لَاشيد,Laşid
لَحْسا مع قطيف,Lahsa maa Katif
لُد,Lud
لُوفْچَه,Lofça
لُومْ,Lom
لپانيچ,Lepaniçe
لپانيچه,Lepaniçe
لپانچ,Lepaniçe
لپسو طاقم اطه لرى,Lipso Takımadaları
لپسوس,Lipsos
لپنچه,Lepeniçe
لپورى,Lipori
لپوه,Lipova
لپويك,Lipovik
لپُوه,Lipova
لپچشته,Lapçişte
لچيك,Liçik
مئس,Meis
ما ردين,Mardin
مات,Mat
ماتاروغا,Mataruga
ماتاروغه,Mataruga
ماتراكى,Matraki
ماتروغه,Mataruga
ماثه,Mase
ماجين,Maçin
ماحب بحر,Mahib-i Bahr
ماحيرى,Mahırı
مادراس,Madras
مادراك,Madrak
مادونا,Madona
ماذون,Mazun
مار ميت,Marmit
ماراتو,Marato
ماراتونيزى,Maratonizi
ماراتى,Marati
ماراثون,Marason
ماراكى,Maraki
مارتاقلا,Martakala
مارتينو,Maratino
مارجنه,Marçine
مارخو,Marho
مارداليج,Mardaliç
ماردلچ,Mardaliç
ماردونه,Marduna
ماردين,Mardin
ماردين قوچحصار,Mardin Koçhisar
ماردين مع قوچحصار,Mardin maa Koçhisar
مارغاريتس,Margaritis
مارغليج,Margaliç
ماركش,Markeş
ماركى,Maraki
مارمار,Marmar
مارماره,Marmara
مارماريس ليمانى,Marmaris Limanı
ماره,Mara
ماروشه,Maroşa
ماروليه,Marula (Marulya)
مارونيه,Maroniye
ماروو,Marvo
مارچل,Marçal
مارچنه,Marçine
مازتو,Mazoto
مازكرد,Mazgird
مازكيرد,Mazgird
مازو طاغى,Mazıdağı
مازوتو,Mazoto
مازون,Mazun
مازين,Mazin
مازگرد,Mazgird
ماستوره,Mastavra
ماسرو,Masro
ماط,Mat
ماطالا,Matala
ماعرّه,Maarra
ماغلاى,Maglay
ماغلى,Mağlı
ماغوسه,Magosa
ماغون,Magun
ماغُوسَه,Magosa
ماقارى اطه لرى,Makari Adaları
ماقارييا,Makariya
ماقرا,Makra
ماقرولو,Makrolo
ماقرونيس,Makronis
ماقرونيسى,Makronisi
ماقرونيسى اطه جغى,Makronisi Adacığı
ماقرى,Makri
ماقري,Makri
ماقريالو,Makriyalo
ماقرييا,Makriya
ماقلار,Maklar
ماقور,Makur
ماقوه,Makova
ماقووا,Makova
ماكغط,Mangıt
مالامون,Malamon
مالته,Malta
مالتپه,Maltepe
مالش,Maleş
مالطه,Malta
مالقاص,Malakas
مالقاصره,Malakasra
مالك,Malik
مالولى نيسى,Malolinisi
مالونشيك,Malonşik
مالويز,Maleviz
ماليزى,Malizi
ماليسيا,Malisya
ماليسيه بالا,Malisya-i Bala
ماليه,Malya
مالَوِيزْ,Maleviz
ماماشارود,Mamaşarud
ماماله,Mamala
مامران,Mamervan (Mameran (?))
مامروان,Mamervan
ماموغه,Mamuga
مانا,Mana
مانجيلق,Mancılık
مانداليات,Mendelyat
ماندجه,Mandiçe
ماندره,Mandıra
ماندريجه,Mandıriçe
ماندلك (؟),Mandelik
ماندنه,Mandina
مانده كومه,Mendegüme
مانده لو,Mandalo
مانده مانده,Mandemande
ماندود,Mandud
مانديجه,Mandiçe
ماندير,Mandır
مانديره,Mandıra
مانديريجه,Mandıriçe
مانديچه,Mandiçe
مانص,Mans
مانغت,Mangıt
مانغط,Mangıt
مانقاليه,Mankalya
مانك دره سى,Manekderesi
مانكوب,Mangub
مانيا,Manya
مانياس,Manyas
مانيان,Manyan
مانيه,Manya
ماهرى,Mahiri (?)
ماهى دشت,Mahideşt
ماوت,Mavet
ماور,Maver
ماورو,Mavro
ماوروه,Mavrova
ماوريك,Mavrik
ماوغه,Mavga
مايدوس,Maydos
مايورقا,Mayorka
ماپا ورى,Mapavri
ماچاخل,Maçahel
ماچقه,Maçka
ماچوۀ بالا,Maçova-i Bala
ماچوۀ زير,Maçova-i Zir
ماچين,Maçin
ماژانى,Majani
مبارك كرمان,Mübarekkirman
مباورى,Mapavri
مبررز,Müberrez
مبرز,Müberrez
متاولۀِ جبّة المنيطره و هَرْمِل,Metavile-i Cübbetülmüneytara ve Hermel
متبرهن,Metberhin
متروويچه,Mitroviçe
مترويچه,Mitroviçe
متروپولى,Mitropoli
متسقوه,Metisfov
متن اعلا,Metn-i Ala
متن مع توابع,Metn (Meten) maa tevabi
متنان,Metinan
متوح,Metveh
متون,Moton
متون اده لرى,Moton Adaları
متوپى,Metopi
متينان,Metinan
مثلى,Misli
مجار,Macar
مجار سودين,Macar Svodin
مجدل,Mecdel
مجدل شمس,Mecdel-i Şems
مجدل غزه,Mecdel-i Gazze
مجدلشمس,Mecdel-i Şems
مجر صغير,Mecer-i Sagir
مجر كبير,Mecer-i Kebir
مجركبير,Mecer-i Kebir
مجريحان,Mecrihan
مجنكرد,Mecingerd
مجنگرد,Mecingerd
مجور,Mucur
مجوه,Meçova
مجيد,Mücid
مجيد اوزى,Mecidözü
مجيد اوزى مع عشائر,Mecidözü maa Aşair
مجيديه,Mecidiye
محائل,Mihail
محابشه,Mehabişe
محابيس,Mehabis
محال زند و زنگنه و شيخان و داوده,Mahall-i Zend ve Zengene ve Şeyhan ve Davuda
محاويل,Mehavil
محاچ,Mohaç
محاچ و سكسار,Mohaç ve Seksar
محتسب,Muhtesib
محجه,Mehacce
محراب,Mihrab
محران,Muhran
محرزي,Mehrazi
محرق,Muharrak
محركان,Mihrikan
محصللق موره مع محافظلق انابولى,Mora (Muhassıllık-ı Mora) maa Muhafızlık-ı Anabolu
محصللق موره مع محافظلق قلعۀ انابولى,Mora (Muhassıllık-ı Mora) maa Muhafızlık-ı Kale-i Anabolu
محكمه,Mahkeme
محل متينان,Mahall-i Metinan
محلات و چفتلكات,Mahallat ve Çiftlikler
محلة الكبرى,Mahalletülkübra
محلة المرحوم,Mahalletülmerhum
محلة دَمَنَه,Mahalletü Demene
محلةُ دَمَنَه,Mahalletü Demene
محلمى,Mahlemi
محله,Mahalle
محله الكبرى,Mahalletülkübra
محلّةُ الكُبْرى,Mahalletülkübra
محلّةُ دَمَنَه,Mahalletü Demene
محلّه,Mahalle
محلۀ ابا على,Mahalle-i Ebaali
محلۀ زير,Mahalle-i Zir
محمادلر,Mihmadlar
محمر,Mahmer
محمره,Muhammere
محمل شريف,Mahmil-i Şerif
محمليه,Muhammeliye
محمود بك,Mahmudbey
محمود سيدى,Mahmudseydi
محمود شوكت پاشا,Mahmudşevketpaşa
محمودلر,Mahmudlar
محمودلى,Mahmudlu
محمودى,Mahmudi
محمودى قره صو,Mahmudi Karasu
محمودي,Mahmudi
محموديه,Mahmudiye
محويت,Mahvit
محيرجه,Muhayrice
مخا,Muha
مخائل,Mihail
مخادر,Mehadir
مخالچ,Mihaliç
مخدوملر,Mahdumlar
مخران,Muhran
مخش,Muhuş
مخويت,Mahvit
مداق,Medak
مدانيه,Mudanya
مداوه,Modava
مداين,Medayin
مداين صالح,Medayin-i Salih
مدحتيه قلعه سى,Midhatiye Kalesi
مدرنى,Mudurnu
مدرنى چهارشنبه,Mudurnu Çarşamba
مدللو,Midilli
مدللو مع يونده,Midilli maa Yunda
مدللى,Midilli
مدللى سنجاغى,Midilli Sancağı
مدللي,Midilli
مدللّو,Midilli
مدلّلو,Midilli
مدلّلوُ,Midilli
مدلّلى,Midilli
مدنه,Medene
مدور,Müdür
مدورنى,Mudurnu
مدوش,Moduş
مدوكه,Medvege
مدون,Medun
مدونيچه,Modoniçe
مدوه,Modava
مديات,Midyat
مديات قضالرى,Midyat Kazaları
مديلّلو,Midilli
مدينه,Medine
مدينه منوره,Medine-i Münevvere
مدينۀ منوره,Medine-i Münevvere
مدينۀ منوره مع نقيب الاشراف مدينه,Medine-i Münevvere maa Nakibuleşraf-ı Medine
مدينۀ منورّه,Medine-i Münevvere
مدينۀ منوّره,Medine-i Münevvere
مدينۀ مُنَوَّره,Medine-i Münevvere
مر كوزه,Mergüze
مرأت,Murat
مرابطين,Murabıtayn
مرابلو,Merabilo
مرابيلو,Merabilo
مراجقين,Meracıkayn (?)
مراد,Merc (Murad (?))
مراد صويي,Muradsuyu
مراد قولى,Muradkulu
مرادلى,Muradlı
مرادول,Maradol
مراديه,Muradiye
مراط,Marrat
مراغه,Maraga
مراق,Marak
مرالظهران,Merrüzzahran
مرالى,Mıralı
مرام,Meram
مربوط چفتلكات,Çiftlikat-ı Şarköy
مرتار,Murtar
مرتاضى اباد,Murtazaabad
مرتد,Mürted
مرتضى آباد,Murtazaabad
مرتضى اباد,Murtazaabad
مرتضى اباد مع ناحيۀ استانوس,Murtazaabad maa Nahiye-i İstanos
مرج,Merc
مرج القبلى و الشمالى,Mercülkıbli ve'ş-Şimali
مرج القبلى و الشمالي,Mercülkıbli ve'ş-Şimali
مرج بنى عامر,Merc-i Beniamir
مرج عيون,Merc-i Uyun
مرج غوطه,Merc-i Guta
مرج مع شوبره شهاب,Merc maa Şubreti Şihab (Şubreşihab)
مرج و غوطه,Merc ve Guta
مرج وغوطه,Merc ve Guta
مرجان,Mercan
مرجعيون,Merc-i Uyun
مرجين,Merceyn
مرجين و غوطه,Merceyn ve Guta
مرحيص,Merhis
مرد,Merd
مردانغم,Merdangım
مردلك,Mördülük
مردونه,Marduna
مرديتا,Mirdita
مرديس,Merdis
مرزبان,Merzuban
مرزق,Murzuk
مرزوق,Murzuk
مرزيفون,Merzifon
مرزيفون آباد,Merzifonabad
مرزيفون اباد,Merzifonabad
مرزيفون مع مرزيفون آباد,Merzifon maa Merzifonabad
مرزيفون مع مرزيفون اباد,Merzifon maa Merzifonabad
مرس قولى,Mürskulu
مرسوله,Mersula
مرسين,Mersin
مرصو,Mersu
مرطبان,Martaban
مرعش پازارجق,Maraş Pazarcık
مرفته,Mürefte
مرقب,Merkab
مرقب و بانياس,Merkab ve Banyas
مرقب و خوابه و زمرين,Merkab ve Havabi ve Zimrin
مرقلعه (؟),Mirkale (?)
مرقو,Mrako
مرقوولر اوته يقا,Mrakovlar-ı Öteyaka
مركاوار,Mergevar
مركاوه,Mergava
مركب,Merkeb
مركز يانيه,Yanya
مركزر,Mergezer
مركور,Mergevar
مركوزه,Mergüze
مركوزه مع افشار,Mergüze maa Afşar
مرلر,Merler
مرمر,Mermer
مرمرجك,Mermercik
مرمرس,Marmaris
مرمره,Marmara
مرمره اركلى,Marmara Ereğli
مرمره جق,Marmaracık
مرمره جك,Marmaracık
مرمره دكزى,Marmara Denizi
مرمره مع پاشا ليمانى,Marmara maa Paşalimanı
مرمره و كلنوس,Marmaracık (Marmara) ve Gülnos
مرمريس,Marmaris
مرمريس رشاديه,Marmaris Reşadiye
مرمريس سليمانيه,Marmaris Süleymaniye
مرمي,Mermi
مرند,Merend
مره,Merre (?)
مرونا,Merona
مرويك,Morovik
مريج,Meriç
مريسم (؟),Merisim (?)
مريچ,Meriç
مرگه مع نواحى و پژدر مع عشيرت منگور و مامِش و رمك,Merge maa Nevahi ve Pijder maa Aşiret-i Mengür ve Mamiş ve Remek
مرگوزه,Mergüze
مزاحمتين مع سالمتين,Müzahimeteyn ve Salimeteyn
مزاراق,Mazarak
مزارق,Mazarak
مزارق مع مارغاليچ,Mazarak maa Margaliç
مزان شهرى,Mazanşehri
مزدغان,Mezdegan
مزده,Mizde
مزراق,Mazarak
مزرعه,Mezraa
مزرعۀ اوماق,Mezraa-i Omak
مزرق,Mazarak
مزستره,Mizistre
مزستره و مغالى مانى,Mizistre ve Megalimani
مزقف,Mazakıf
مزكدان,Mezgidan
مزكيرد,Mazgird
مزهرك,Mezehrek
مزواولود,Mezö Ölved
مزورئ بالا,Mezuri-i Bala
مزورى,Mezuri
مزورى و مزورئ بالا عشائرى,Mezuri ve Mezuri-i Bala Aşairi
مزوكوشت,Mezököveşt
مزيرعه,Muzayraa
مزيريب,Müzeyrib
مزيزاخ,Mizizah
مسا,Mesa
مسابلك,Mesablik
مساح,Messah
مسارا,Masara
مساره,Masara
مساريه,Mesarya
مساغره,Mesagra
مسالاشيت,Mesalaşit
مستا,Mesta
مستار,Mostar
مستانلى,Mestanlı
مستجاب,Müstecab
مستجب,Müstecab
مسترلمه,Müsterlime
مسته,Mesta
مسجدلى,Mescidli
مسعوديه,Mesudiye
مسقط,Maskat
مسقو,Moskov
مسكره,Meskere
مسكن,Mesken
مسكنه,Meskene
مسلاته,Masallata
مسلاطه,Masallata
مسلطه,Masallata
مسلمان ايدين,Müselleman-ı Aydın
مسلمان ايدين و صاروخان و منتشا و قره سي و بيغا و حداوندكار و قوجه ايلي و سلطان اوكي,Müselleman-ı Aydın ve Saruhan ve Menteşe ve Karesi ve Biga ve Hüdavendigar ve Kocaeli ve Sultanönü
مسلمان ايدين و صاروخان وقراسى و منتشا و سلطان اوكى و حداوندكار,Müselleman-ı Aydın ve Saruhan ve Karesi (Karasi) ve Menteşe ve Sultanönü ve Hüdavendigar
مسلمان بولى,Müselleman-ı Bolu
مسلمان بولى و قسطمونى و انقره و كانقرى,Müselleman-ı Bolu ve Kastamonu ve Ankara ve Kengırı (Kankırı)
مسلمان بولي و قسطموني و انقره و كانقري,Müselleman-ı Bolu ve Kastamonu ve Ankara ve Kengırı
مسلمان تكه و علائيه,Müselleman-ı Teke ve Alaiye
مسلمان تكه و منوغات,Müselleman-ı Teke ve Manavgat
مسلمان قرق كليسا,Müselleman-ı Kırkkilise
مسلمان قزلجه,Müselleman-ı Kızılca
مسلمان قزيلجه,Müselleman-ı Kızılca
مسلمان كوتاهيه,Müselleman-ı Kütahya
مسلمان كوتاهيه و قره حصار صاحب و حميد,Müselleman-ı Kütahya ve Karahisar-ı Sahib ve Hamid
مسلمان كوتاهيه و قره حصار و حميد,Müselleman-ı Kütahya ve Karahisar-ı Sahib (Karahisar) ve Hamid
مسميه,Mismiye
مسمّعيه,Müsemmaiye (?)
مسور,Mesver
مسورى,Misivri
مسولى,Mesevli
مسيب,Müseyyib
مسيس,Misis
مسيس و آياس مع برندى,Misis ve Ayas maa Berendi
مسيفره,Müseyfere
مسينه,Messina
مش,Mes (Meş (?))
مشابه,Meşabih
مشابيح,Meşabih
مشار,Muşar
مشارق جرار,Meşarık-ı Cerrar
مشارق نابلس,Meşarık-ı Nablus
مشارق نابليس,Meşarık-ı Nablus
مشاريق جرار,Meşarık-ı Cerrar
مشاريق جرّار,Meşarık-ı Cerrar
مشاريق نابلس,Meşarık-ı Nablus
مشاريق نابلوس,Meşarık-ı Nablus
مشرأالرك,Meşreerrek
مشراء الرك,Meşreerrek
مشغره,Meşgara
مشغولورى,Meşgolori
مشقان,Mişkan
مشقللى,Meşkullu
مشقوفچه,Mişkofça
مشقوللى,Meşkullu
مشهد اباد,Meşhedabad
مشهد حسين,Meşhed-i Hüseyin
مشهداباد,Meşhedabad
مشيرات,Müşeyrat
مشيم,Meşim
مصاد,Masad
مصتار,Mostar
مصر,Mısır
مصر اصلى,Mısr-ı Asli
مصر سفلا,Mısr-ı Süfla
مصر عليا,Mısr-ı Ulya
مصر قاهره مع سويش و خانقاه,Kahire (Mısr-ı Kahire) maa Süveş ve Hankah
مصر وسطى,Mısr-ı Vüsta
مصراطه,Mısrata
مصرخديويتى,Mısır Hidiviyeti
مصرصور,Masarsor
مصرِ قاهره مع سويش و حانِقاه,Kahire (Mısr-ı Kahire) maa Süveyş ve Hanikah
مصطبه,Mastaba
مصطفالى,Mustafalı
مصطفى صوفيلر,Mustafasofular
مصطفى پاشا,Mustafapaşa
مصطفي بك,Mustafabey
مصطكى قريه لرى,Mastaki Karyeleri
مصوريجه,Masurica
مصوع,Massava
مصويا,Masoya
مصياف,Masyaf
مصياف و جبل كلبيه و جرد مصياف,Masyaf ve Cebel-i Kelbiye ve Cerd-i Masyaf
مصياف وقليعه,Masyaf ve Kuleya
مصياف وقليه,Masyaf ve Kuleya
مصيره,Masire
مصيرۀ صغرى,Masire-i Suğra
مصيّون و ناحيۀ طور,Masıyyun ve Nahiye-i Tur
مضرب,Madrab
مضيق,Mudık
مطح,Matah
مطخ,Matah
مطر,Matar
مطره,Madara
مطمور,Mutmur
مع بوز اويوك اين اوكى,Bozöyük maa İnönü
مع كشلى,Keşli
معادن اربعه,Maadin-i Erbaa
معادن همايون,Maadin-i Hümayun
معارض,Muarız
معارض اطه لرى,Muarız Adaları
معان,Maan
معدان,Madan
معدن,Maden
معدن ايپك,Maden-i İpek
معدن كابى,Maden-i Kabi
معدن كابى مع صامسون,Maden-i Kabi maa Samsun
معدن يانوه,Maden-i Yanova
معر الشحور,Maarruşşahur
معرالشهور,Maarruşşahur
معران,Maran
معرة المصرين,Maarratülmısrin
معرة النعمان مع ناحيۀ كفرطاب,Maarra (Maarratünnuman) maa Nahiye-i Kefrtab
معركه,Mareke
معره,Maarra
معرّا,Maarra
معرّه,Maarra
معلقره,Malkara
معلقه,Muallaka
معمره,Mamere
معممورة العزيز,Mamuretülaziz
معمورة الحميد,Mamuretülhamid
معمورة العزيز,Mamuretülaziz
معموره,Mamure
معموريه,Mamuriye
معموريه وانامور,Mamuriye ve Anamur
معموريّه,Mamuriye
معّره,Maarra
مغاره و صاريز,Mağara ve Sarız
مغالو,Megalo
مغالو سوفرانو اطه لرى,Megalo Sofrano Adaları
مغالونيسى,Megalonisi
مغالى مانى,Megalimani
مغاليوريسى,Megalivirisi
مغان,Mogan
مغانجق,Mugancık
مغانيس,Meganis
مغاوز,Magaviz
