osmanlica,transkripsiyon
ققات,Kakat
قاكيراه,Kakirah
قلعۀ قاكراح,Kakirah/Kale-i Kakirah
قلعۀ قاك راه,Kakirah/Kale-i Kakirah
كاقوريچه,Kakoriçe
كابوريچه,Kakoriçe/Gaboriçe
كاقوويچه,Kakoriçe/Kakoviçe
قاقوسى,Kakosi
قاقوتراقو,Kakotrako
قاقون,Kakun
قلاچه,Kalaça
قلادندره,Kaladendra
قلاماكى,Kalamaki
قلاماشيه,Kalamaşye
قلامته,Kalamata
قلاماته,Kalamata
قالامباقه,Kalambaka
قلاباق قيا,Kalambaka/Kalabakkaya
قلامو,Kalamo
قالاموس,Kalamo/Kalamos
كلاموا,Kalamo/Kalamova
قاموس,Kalamo/Kamos
قلاموپولو,Kalamopolo
قالاموس,Kalamos
قلاموس,Kalamos
قلامو,Kalamos/Kalamo
قاله مو,Kalamos/Kalamo
قلاموتى,Kalamoti
قلاموطى,Kalamoti
قالاموتى,Kalamoti
قالوموتى,Kalamoti/Kalomoti
قالانه سيه اطه لرى,Kalanasya Adaları
قالان دره,Kalandere
قالان,Kalandere/Kalan
قالاپودى,Kalapodi
قلاپودى,Kalapodi
قلپودى,Kalapodi
قلاروس,Kalaros
قلاص,Kalas
قلاوانى اطه لرى,Kalavani Adaları
قالاورا,Kalavra
شالاورا,Kalavra/Şalavra
قلاورته,Kalavrita
قلاورته,Kalavrita
قلاورته مع ووستنجه,Kalavrita maa Voştiçe (Vostinçe)
قلاورته و باليه بادره,Kalavrita ve Balyabadra
قلاوارته,Kalavrita/Kalavarita
قلعه,Kale
قلعۀ عبدالله,Kale-i Abdullah
قلعۀ عجل,Kale-i Acel
قلعۀ اچو,Kale-i Açu
قلعۀ اجو,Kale-i Açu/Kale-i Acu
قلعۀ آغجه قلعه,Kale-i Ağcakale
قلعۀ عزور (؟),Kale-i Azur (?)
قلعۀ جديد,Kale-i Cedid
قلعۀ جديد سيواس,Kale-i Cedid-i Sivas
قلعۀ چمنتو,Kale-i Çiminto
قلعۀ ديزه,Kale-i Dize
قلعۀ ديزي,Kale-i Dize/Kale-i Dizi
قلعۀ ارزين,Kale-i Erzin
قلعۀ اذكان و قلعۀ ارغيف و توتوس دمسغار (؟),Kale-i Ezgan (?) ve Kale-i Argif  (?) ve Totosdimisgar (?)
قلعه غازي خضرى,Kale-i Gazi Hadra
قلعۀ حكل,Kale-i Hakl
قلعۀ حصبان (؟),Kale-i Hasaban
قلعۀ هيتون,Kale-i Heytun
قلعۀ كمحنص وبناك وبريك وپشكير وبوسنك,Kale-i Kemhıs (Kemhınıs) ve Penek ve Berik (?) ve Penesker (Peşkir) ve Posik (Bosnik)
قلعۀ لنتي,Kale-i Lenti
قلعۀ مشوه,Kale-i Maşova (?)
قلعۀ مژي بوژى,Kale-i Mejiboji/Cisr
قلعۀ موداع,Kale-i Muda
قلعۀ پسك (؟),Kale-i Pesek (?)
قلعۀ رودينه,Kale-i Rudine
قلعۀ سيوكه,Kale-i Sivke
قلعۀ سيواله,Kale-i Sivke (Sivale)
قلعۀ سلطانيه,Kale-i Sultaniye
قلعۀ سلطا نيه,Kale-i Sultaniye
قلعۀ سلطا نيّه,Kale-i Sultaniye
قلعۀ سلطا نيه,Kale-i Sultaniye
قلعۀ  سلطانيه,Kale-i Sultaniye
قلعۀ سلطانيه,Kale-i Sultaniye
نفس چناق قلعه,Kale-i Sultaniye merkez/Çanakkale merkez
بوغازحصار,Kale-i Sultaniye/Boğazhisar
بوغازحصارى,Kale-i Sultaniye/Boğazhisarı
بوغاز حصارى,Kale-i Sultaniye/Boğazhisarı
چناق قلعه,Kale-i Sultaniye/Çanakkale
قلعۀ سلطانيه,Kale-i Sultaniye/Çanakkalesi
قلعۀ سلطانيه,Kale-i Sultaniye/Kale-i Sultani
سلطانيه,Kale-i Sultaniye/Sultaniye
سلطانيه جناق,Kale-i Sultaniye/Sultaniye Çanak
قلعۀ سكر,Kale-i Sükker
قلعة السكر,Kale-i Sükker/Kaletüssükker
قلعۀ شرش,Kale-i Şeriş
قلعۀ وسريه (؟),Kale-i Vesirye (?)
قلعۀ ويران شمكور,Kale-i Viranşemkür
قلعۀ يكيجه,Kale-i Yenice
قلعۀ زير,Kale-i Zir
قلعه جك,Kalecik
قلعه جك,Kalecik
قلعه جق,Kalecik
قلعه جق,Kalecik
قلعه جوق,Kalecik/Kalecuk
قلعه ديز,Kalediz
قلعه كوى,Kaleköy
قلمون,Kalemun
جبل قلمون,Kalemun/Cebel-i Kalemun
جبل قلمون,Kalemun/Cebel-i Kalemun
قلعه نما دره سى,Kalenimaderesi
قلعة الرماد,Kaletürramad
قلعة الشمر,Kaletüşşemer
قالغه سلطان,Kalgasultan
قالكلو,Kalınlı
قالكلو مع  الوانلى,Kalınlı maa  Elvanlı
قاليك ويران,Kalınviran
قالين ويران,Kalınviran
قالين ويران مع كومش,Kalınviran maa Gümüş
قليبيه,Kalibiya
قلعۀ قليبيا,Kalibiya/Kale-i Kalibiya
قلعۀ قَلِيبِيَا,Kalibiya/Kale-i Kalibiya
قلعۀ قليبِيا,Kalibiya/Kale-i Kalibiya
قالي براولي,Kalibravulu
قاليچكان,Kaliçkan (?)
قاليقراطى,Kalikrati
قالمنوس,Kalimnos
قالِمْنوس,Kalimnos
قاليمنوس,Kalimnos
قليمنوس,Kalimnos
جزيرۀ قالمنوز,Kalimnos/Cezire-i Kalimnoz
قلعۀ قلميوس,Kalimnos/Kale-i Kalimyos
قالمبوس,Kalimnos/Kalimbos
قاليمنوز,Kalimnos/Kalimnoz
قليمنوز,Kalimnos/Kalimnoz
قالميوز,Kalimnos/Kalimnoz
قالمنوز,Kalimnos/Kalimnoz
قلميوس,Kalimnos/Kalimyos
قالميوس,Kalimnos/Kalimyos
قالميوز,Kalimnos/Kalimyoz
قلميوز,Kalimnos/Kalimyoz
قلم يوز,Kalimnos/Kalimyoz
قالم يوز,Kalimnos/Kalimyoz
قلميوز,Kalimnos/Kalimyoz
كله مز,Kalimnos/Kelemez
قلينه,Kaline
قالينويق,Kalinovik
قاليس,Kalis
قاليس,Kalis
مالس,Kalis/Malis
قالييا,Kaliya
قاليا,Kaliya
قالييا,Kaliya
خلوموزى,Kaliya/Hılomozi
خيلوموزى,Kaliya/Hılomozi
شيليومودى,Kaliya/Şiliyomodi
قالقاندلن,Kalkandelen
قلقاندلن,Kalkandelen
قلقاندلان,Kalkandelen
قالقان دلان,Kalkandelen
قالقان دلن,Kalkandelen
قلقانلو,Kalkanlı
قالقانلو,Kalkanlı
قلقانلى,Kalkanlı
قالقانلى,Kalkanlı
قلقان مع قاش,Kalkanlı (Kalkan) maa Kaş
قالقان,Kalkanlı/Kalkan
قلقان,Kalkanlı/Kalkan
قالقونيزى,Kalkonizi
غايو,Kalkonizi/Gayo
كالو,Kallo
قالمانچه,Kalmaniçe
قلمانيچه,Kalmaniçe
قلمانچه,Kalmaniçe
قالمت,Kalmet
قلمند,Kalmet/Kalmend
قالوفاناس,Kalofanas
قلو فر,Kalofer
قالو فر,Kalofer
قاليفر,Kalofer/Kalifer
قالوكرو,Kalogero
قالوليمنو,Kalolimno
قالوليمنوس,Kalolimno/Kalolimnos
قالوليمونيه اطه لرى,Kalolimoniye Adaları
قالوليمنوس,Kalolimoniye/Kalolimnos
قالونيه,Kaloniye
قلونيه,Kaloniye
قالونْيه,Kaloniye
قالونيا,Kaloniye
قالونيه,Kaloniye
حصار قلونيه,Kaloniye/Hisar-ı Kaloniye
حصار قالونيه,Kaloniye/Hisar-ı Kaloniye
قارلونيه,Kaloniye/Karloniye
قالوولو,Kalovolo
قالوء الوالم,Kalovolo/Kaloilvalam
قالويان,Kaloyan
قالويريس,Kaloyeris
حاقرونيسى,Kaloyeris/Hakronisi
قالوكرى,Kaloyeris/Kalogeri
قالويروز,Kaloyeris/Kaloyeroz
قالويرى اطه لرى,Kaloyiri Adaları
قلارى,Kaloyiri Adaları/Kalari
كالور,Kalur
قليوبيه,Kalyubiye
قليوبيه,Kalyubiye
قَلْيُوبِيّه,Kalyubiye
قليوب,Kalyubiye/Kalyub
قَلْيُوب,Kalyubiye/Kalyub
قليون كاويسى,Kalyun gavisi
قماعره,Kamaira
قماعده,Kamaira/Kamaide
قاماموقو,Kamamoko
قمان,Kaman
قمانچشتۀ كوچك,Kamançişte-i Küçük
قمران,Kamaran
قامارات,Kamaran/Kamarat
قمارى,Kamari
قمره,Kamari/Kamara
كماريك,Kamarik
قماريك,Kamarik
قماريانى,Kamaryani
قماريا,Kamaryani/Kamarya
قارانى,Kamaryani/Karanı
قامبرو,Kambro
قا مچيق,Kamçik
قامچى,Kamçik/Kamçi
قمنغراد,Kamengrad
واروش قلعۀ قمنغراد,Kamengrad/Varoş-ı Kale-i Kamengrad
قمنچه,Kameniçe
قمنجه,Kameniçe
قمنيچه,Kameniçe
نفس قمنيچه,Kameniçe merkez
قمانيچه,Kameniçe/Kamaniçe
قامنيك,Kamenik/Yukarıova
قامنسقه,Kameniska
قامنسقه,Kameniska/Priyeg
قامانيچه,Kameniska/Priyeg/Kamaniçe
قَمَرْ,Kamer
قاميشلى,Kamışlı
قامجاق,Kamiçak
قاميلا,Kamila
پيانه,Kamila/Piyana
پلانه,Kamila/Plana
قمنيس,Kaminis
قامينلاكى,Kaminlaki
قاممنى,Kammeni
قامينس,Kammeni/Kaminis
قامپو,Kampo
قامبو,Kampo
قامپوفورميو,Kampoformiyo
كان,Kan
قانا,Kana
قناق بالا,Kanak-ı Bala
قباق بالا,Kanak-ı Bala/Kabak-ı Bala
قناق زير,Kanak-ı Zir
قناق زيرين,Kanak-ı Zir/Kanak-ı Zirin
قناريا اطه لرى,Kanarya Adaları
قناسيه,Kanasiye
قلعۀ قناسيه,Kanasiye/Kale-i Kanasiye
قنات,Kanat
قنبرلر بالا,Kanberler-i Bala
قنجلو,Kancalı
قندهار,Kandahar
قندره,Kandıra
قاندرى,Kandıra
قندرى,Kandıra
قاندره,Kandıra
قندوره مع گنجلو,Kandıra maa Genceli
قندره مع گنجلو,Kandıra maa Genceli
قنديرى مع كنجلى,Kandıra maa Genceli
قندرى مع كنجلو,Kandıra maa Genceli
قنديرى مع كنجيلى,Kandıra maa Genceli (Gencili)
نفس قندره,Kandıra merkez
قاندرى,Kandıra/Kandırı
قندرى,Kandıra/Kandırı
قندله,Kandila
قنديه,Kandiye
قنديه,Kandiye
نفس قنديه,Kandiye merkez
جزيرۀ قنديه,Kandiye/Cezire-i Kandiye
قلعۀ قنديه,Kandiye/Kale-i Kandiye
قنديا,Kandiye/Kandiya
قنغال,Kangal
قنقال,Kangal/Kankal
كانى,Kani
قنيژه,Kanije
قنيزه,Kanije
قنژه,Kanije
قشژه,Kanije/Kaşije
قاننه,Kanine
قانلى اطه لر,Kanlı Adalar
قانلى اطه,Kanlıada
قنطره بوغزي,Kantara Boğazı
قانو (؟),Kanu
قپان,Kapan
قپنوه,Kapinova
قنبوه,Kapinova/Kanibova
قننوه,Kapinova/Kaninova
قاپولنه,Kapolna
قاپوليه,Kapolna/Kapolya
قپوش,Kapoş
قپوشوار,Kapoşvar
غپوشوار,Kapoşvar/Gapoşvar
قپوشوار,Kapoşvar/Mezraa-i Omak
قاپوتا,Kapota
قاپروار,Kaprivar
قاپريور,Kaprivar
قاپريوار,Kaprivar
قپروار,Kaprivar
قپرور,Kaprivar
قاپرونى,Kaproni
پلاتى,Kaproni/Plati
قاپروچه,Kapruça
قاپروجه,Kapruça
قاپورچه,Kapruça/Kapuruça
قابتول,Kaptol
قاپطول,Kaptol
قاپتول,Kaptol
قابتول,Kaptol/Kabtol
قپو اغزى,Kapuağzı
قپو طاغى,Kapudağı
قپوطاغي,Kapudağı
قبو طاغى,Kapudağı
جزيرۀ قپوطاغي,Kapudağı/Cezire-i Kapudağı
قپو طاغ,Kapudağı/Kapudağ
قپودان برغازى,Kapudanburgazı
قپودانلق بنى زرد,Kapudanlık-ı Benizerd
قپودانلق دريا,Kapudanlık-ı Derya
جزائر,Kapudanlık-ı Derya/Cezair
جزاير,Kapudanlık-ı Derya/Cezayir
جزاير,Kapudanlık-ı Derya/Cezayir
جزائر,Kapudanlık-ı Derya/Cezayir
قپودانلق,Kapudanlık-ı Derya/Kapudanlık
قَپُودانْلق,Kapudanlık-ı Derya/Kapudanlık
قپو كوى,Kapuköy
قپو محمودى,Kapumahmudi
قپو طائفسى,Kaputaifesi
قپو طائفه سى,Kaputaifesi
قپوار,Kapuvar
قاره,Kara
قارا,Kara
قره وقرجه طاغ,Kara ve Karacadağ
فاره,Kara/Fara
قره لر,Kara/Karalar
قرالر,Kara/Karalar
قره آبدال,Karaabdal
قره اطه,Karaada
قراآطه,Karaada
قره آطه,Karaada
قره آدا,Karaada
ايا يوركى,Karaada/Ayayorgi
باركير,Karaada/Bargir
جورجى,Karaada/Corci
جورجيوس,Karaada/Corciyos
فونى,Karaada/Foni
غونى,Karaada/Goni
غوتى,Karaada/Goti
قره,Karaada/Kara
ييكر,Karaada/Yikir
قره اغاچ,Karaağaç
قره اغاج,Karaağaç
قره اغاج كولحصار,Karaağaç-ı Gölhisar
قره اغاج كولحصارى,Karaağaç-ı Gölhisar
قره آغاج گول حصار,Karaağaç-ı Gölhisar
قره اغاج گولحصار,Karaağaç-ı Gölhisar
اجى بادم,Karaağaç-ı Gölhisar/Acıbadem
آجى بادم,Karaağaç-ı Gölhisar/Acıbadem
آجى پيام,Karaağaç-ı Gölhisar/Acıpayam
عاصى قره اغاج,Karaağaç-ı Gölhisar/Asikaraağaç
طكزلى قره اغاچ,Karaağaç-ı Gölhisar/Donuzlu Karaağaç
غربى قره آغاج,Karaağaç-ı Gölhisar/Garbikaraağaç
غربى قره آغاچ,Karaağaç-ı Gölhisar/Garbikaraağaç
غربى قره اغاچ,Karaağaç-ı Gölhisar/Garbikaraağaç
كولحصار قره اغاج,Karaağaç-ı Gölhisar/Gölhisar Karaağac
كولحصار قره اغچ,Karaağaç-ı Gölhisar/Gölhisar Karaağac
كولحصار قره اغاج,Karaağaç-ı Gölhisar/Gölhisar Karaağaç
قره اغاج,Karaağaç-ı Gölhisar/Karaağaç
قره اغاج كولحصارى,Karaağaç-ı Gölhisar/Karaağaç Gölhisarı
قره اغاج كولحصارى,Karaağaç-ı Gölhisar/Karaağaç Gölhisarı
قره اغاج يلواج,Karaağaç-ı Yalvaç
قره آغاج يلواج,Karaağaç-ı Yalvaç
قره اغاچ يلواچ,Karaağaç-ı Yalvaç
قره اغاج مع افشار,Karaağaç-ı Yalvaç (Karaağaç) maa Afşar
قره اغاج,Karaağaç-ı Yalvaç/Karaağaç
قره آغاج,Karaağaç-ı Yalvaç/Karaağaç
نفس قره آغاج,Karaağaç-ı Yalvaç/Karaağaç merkez
شرقى قره آغاج,Karaağaç-ı Yalvaç/Şarkikaraağaç
يلواج قره اغاج,Karaağaç-ı Yalvaç/Yalvaç Karaağaç
قره على,Karaali
قره ارض,Karaarz
قَره اَرْض,Karaarz
قره باغ,Karabağ
قره باغلر اطه لرى,Karabağlar Adaları
چتاللر اطه لرى,Karabağlar Adaları/Çatallar Adaları
قارداغلار,Karabağlar Adaları/Kardağlar
قره باغچه,Karabahçe
قره باصتى,Karabastı
قره بكان,Karabegan
مريوان,Karabegan/Mirivan
قره بل,Karabel
قره بيل,Karabel
قره بيل,Karabel
قره بيل مع عشيرت گينلى و زاره و باليجابلى و جهانبگلى,Karabel maa Aşiret-i Ginili ve Zara ve Balıcablı (?) ve Cihanbeyli
قره بيل مع  بكطاغى,Karabel maa Beydağı
قره برك,Karaberk
ديوان قره برك,Karaberk/Divan-ı Karaberk
قره بك,Karabey
قره بيقلو,Karabıyıklı
قره بيقلى,Karabıyıklı
قره بيغا,Karabiga
قره بوغاز,Karaboğaz
قره بوجيلو,Karaböcülü
قره بورك,Karabörk
قره يورك,Karabörk/Karayörük
قره برون,Karaburun
قره بورن,Karaburun
قره بورون,Karaburun
قره بيرون,Karaburun/Karabirun
قره جه,Karaca
قره جه آباد,Karacaabad
قره جه اباد,Karacaabad
قره جه آباد,Karacaabad
ودينه قره جه آباد,Karacaabad/Vodine Karacaabad
ودينه قره جه اباد,Karacaabad/Vodine Karacaabad
قره جه اغاج,Karacaağaç
قره جه طاغ,Karacadağ
قره جه طاغلو,Karacadağlı
قره جه طاغ,Karacadağlı (Karacadağ)
قره جه طاغ,Karacadağlı/Karacadağ
قراجه اوحد,Karacaevhad
قره جه خليل,Karacahalil
قره جه حصار,Karacahisar
قره جه قيونلو,Karacakoyunlu
بيراملو قراجه قيونلوسى,Karacakoyunlu/Bayramlı Karacakoyunlusu
قره جه كوى,Karacaköy
قره جالر,Karacalar
قره جه لر,Karacalar
قرجه لر,Karacalar
قره جلر,Karacalar
قره جه لر خانه لري,Karacalar Haneleri
قره جه لى,Karacalı
قره جه لو,Karacalı
قره جه اوغلان,Karacaoğlan
قره جه اوغلان مع سكى,Karacaoğlan maa Seki
قراجه اوغلى,Karacaoğlu
قره جه صالح,Karacasalih
قره جه صو,Karacasu
قرجه صو,Karacasu
قره صو,Karacasu/Karasu
قرا جه شهر,Karacaşehir
قره جه شهر,Karacaşehir
قر جه شهر,Karacaşehir
قره جه حصار,Karacaşehir/Karacahisar
قره شهر,Karacaşehir/Karaşehir
قره جه ويران,Karacaviran
قره جه ويران,Karacaviran
كنغرى قره جه ويران,Karacaviran/Kengırı Karacaviran
قيرجه ويران,Karacaviran/Kırcaviran
قره جيجه لى مع  قلعه جك,Karaciceli maa Kalecik
قره جورون,Karacurun
قره چالى,Karaçalı
قره چوبان,Karaçoban
قره چوق,Karaçok
قره چور,Karaçor
قره طاغ,Karadağ
ولايت قره طاغ,Karadağ (Vilayet-i Karadağ)/Nevahi-i Erbaa
قره طاغ اوزى,Karadağözü
قره دكز,Karadeniz
قره دكيز,Karadeniz
قره دكز بغازي,Karadeniz Boğazı
قره دكز ساحلى,Karadeniz Sahili
بحر سياه,Karadeniz/Bahr-i Siyah
قره دره,Karadere
قره ديكين,Karadiğin
قره دكن,Karadiken
قرادل,Karadil
قرادل طاشليسى,Karadil/Karadiltaşlısı
قرادى نيسى اطه جغى,Karadinisi Adacığı
قره طغان,Karadoğan
قره طونلو,Karadonlu
قره طروق,Karadoruk
قره طوروق,Karadoruk
قره فريه,Karaferye
نفس قره فريه,Karaferye merkez
قره وريه,Karaferye/Karaverye
قره غان,Karagan
قره كول,Karagöl
قره كوللى,Karagöllü
قره حاجيلو,Karahacılı
قره حاجيلو,Karahacılı/Karahacılu
قره حليل,Karahalil
قره خليل,Karahalil
حوضه قره خليل,Karahalil/Havza Karahalil
قرجه خليل,Karahalil/Karacahalil
قره خاللو,Karahallı
قره حاللو,Karahallı
قره حاللى,Karahallı
قره حرمن,Karaharman
قره حسن,Karahasan
قره حيط,Karahayıt
قره حايط,Karahayıt
قره حايط,Karahayıt
طلمه,Karahayıt/Dalama
طالمه,Karahayıt/Dalama
قره همشين,Karahemşin
قره حصار,Karahisar
قره حصار و اغجه قلعه,Karahisar ve Ağcakale
قره حصار بهرام شاه,Karahisar-ı Behramşah
قره حصار بهرامشاه,Karahisar-ı Behramşah
قره حصار بهرم شاه,Karahisar-ı Behramşah
قره حصار بهرام شاه مع قبيلۀ چينى واحسان خانه لرى,Karahisar-ı Behramşah maa Çepni (Kabile-i Çini) ve İhsanhaneleri
قره حصار,Karahisar-ı Behramşah/Karahisar
قره حصاردمورلو,Karahisar-ı Demirli
قره حصار دمورلو,Karahisar-ı Demirli
قره حصاردمورلى,Karahisar-ı Demirli
قره حصار تيمورلى,Karahisar-ı Demirli
قلعه حصار تيمورلى,Karahisar-ı Demirli (Kalehisar-ı Timurli)/Çorumkürdü
اكراد چورم مع قطاسراى و تخت الطريق و فوق الطريق,Karahisar-ı Demirli (Karahisar-ı Timurci)/Ekrad-ı Çorum maa Katasaray ve Tahtettarik ve Fevkattarik
قره حصاردمورلو و بوداق اوزى,Karahisar-ı Demirli ve Budaközü
دمورلوقره حصار,Karahisar-ı Demirli/Demirlikarahisar
قلعه حصار,Karahisar-ı Demirli/Kalehisar
قره حصار,Karahisar-ı Demirli/Karahisar
قره حصارتيمورلى,Karahisar-ı Demirli/Karahisar-ı Timurlu
قره حصارلئ تيمورلى,Karahisar-ı Demirli/Karahisarlı-i Timurlu
قره حصار دوه لو,Karahisar-ı Develi
قرا حصار دولو,Karahisar-ı Develi
قره حصارو يحيالو,Karahisar-ı Develi (Karahisar) ve Yahyalı
قره حصار,Karahisar-ı Develi/Karahisar
قره حصار,Karahisar-ı Develi/Karahisar
قره حصار يحيالو,Karahisar-ı Develi/Karahisar-ı Yahyalı
قره حصار يحيالو,Karahisar-ı Develi/Karahisar-ı Yahyalı!
قره حصار نعللو,Karahisar-ı Nallı
نعللو قره حصار,Karahisar-ı Nallı/Nallı Karahisar
قره حصار صاحب,Karahisar-ı Sahib
قره حصار مع قير حصار,Karahisar-ı Sahib (Karahisar) maa Kırhisar
نفس قره حصار,Karahisar-ı Sahib (Karahisar) merkez
نفس قره حصار,Karahisar-ı Sahib (Karahisar) merkez
قره حصار صاحب,Karahisar-ı Sahib merkez
نفس قره حصار صاحب,Karahisar-ı Sahib merkez
آفيون قره حصار,Karahisar-ı Sahib/Afyonkarahisar
قره حصار صاحب,Karahisar-ı Sahib/Afyonkarahisarı
آفيون قره حصارى,Karahisar-ı Sahib/Afyonkarahisarı
قره حصار,Karahisar-ı Sahib/Karahisar
قره حصار,Karahisar-ı Sahib/Karahisar
قره حصار آفيون,Karahisar-ı Sahib/Karahisar-ı Afyon
قره حصار شرقى,Karahisar-ı Şarki
قره حصارشرقى,Karahisar-ı Şarki
قره حصار شرقي,Karahisar-ı Şarki
قره حصار شرقی,Karahisar-ı Şarki
قره حصار,Karahisar-ı Şarki (Karahisar)/Kigonya
قره حصار شرقى مع نواحى,Karahisar-ı Şarki maa nevahi
قره حصار,Karahisar-ı Şarki/Karahisar
نفس قره حصار,Karahisar-ı Şarki/Karahisar merkez
قره حصار ارزنجانى,Karahisar-ı Şarki/Karahisar-ı Erzincani
قره حصار حسن دراز,Karahisar-ı Şarki/Karahisar-ı Hasandıraz
قره حصار حسن درازى,Karahisar-ı Şarki/Karahisar-ı Hasandırazi
قره حصار شابين مع نواحى,Karahisar-ı Şarki/Karahisar-ı Şebin maa Nevahi
كيغونيه,Karahisar-ı Şarki/Kigonya
قره حصار شرقى,Karahisar-ı Şarki/Şebinkarahisar
شبين قره حصار,Karahisar-ı Şarki/Şebinkarahisar
شابين قره حصارى,Karahisar-ı Şarki/Şebinkarahisarı
قره حصار تكه,Karahisar-ı Teke
سريك,Karahisar-ı Teke (Karahisar)/Serik
سريك,Karahisar-ı Teke (Karateke)/Serik
قره حصار,Karahisar-ı Teke/Karahisar
سريك,Karahisar-ı Teke/Serik
سرليك,Karahisar-ı Teke/Serik (Surlik)
سريك نام ديكر قره حصار تكه مع نواحئ بش قوناق,Karahisar-ı Teke/Serik nam-ı diğer Karahisar-ı Teke maa nevahi-i Beşkonak
سريك نام ديكر قره حصار تكه مع نواحئ بش قوناقك,Karahisar-ı Teke/Serik nam-ı diğer Karahisar-ı Teke maa nevahi-i Beşkonak
تكه قره حصارى,Karahisar-ı Teke/Teke Karahisarı
قره حصارلو,Karahisarlı
قره عيسالو,Karaisalı
قره عيسى لو,Karaisalı
قره عيسى لو مع حاجيلو,Karaisalı maa Hacılı
قره عيسالو مع عشيرت مَنَمَنْجى,Karaisalı ve Aşiret-i Menemenci
قره عيسالو مع عشيرت منمنجى,Karaisalı ve Aşiret-i Menemenci
قره عيسالو و فمجى,Karaisalı ve Femci
قره عيسالو و فمجى,Karaisalı ve Femci (?)
چچه لى,Karaisalı/Çeçeli
جيچه لى,Karaisalı/Çeçeli (Ciçeli)
قره قلقان و شانشى,Karakalkan ve Şanşi
قره قيا,Karakaya
قره قيالى,Karakayalı
قره قيه لو و قوش تمر,Karakayalı ve Kuştemur
قيالو جماعتى,Karakayalı/Kayalı Cemaati
قره كچى,Karakeçi
قره كيجى,Karakeçi
قره كچلو,Karakeçi/Karakeçili
قره قشله,Karakışla
قره قشله,Karakışla
قره قشلا,Karakışla
قره كليسا,Karakilise
قره كلسا,Karakilise
قره كليسا,Karakilise
قره كوسه,Karakilise/Karaköse
قره قونيچه,Karakoniçe
قره كوى,Karaköy
قاره كوى,Karaköy
قره كوى اوتلغى,Karaköyotlağı
قره قولاق,Karakulak
قره قورت,Karakurt
قرا قورت,Karakurt
قراقورد,Karakurt/Karakurd
قره قوش,Karakuş
قره قوش,Karakuş
قره غوش,Karakuş/Karaguş
كوه بلوك قراقوش,Karakuş/Kuh-ı Bölük-i Karakuş
كوه قره قوش,Karakuş/Kuh-ı Karakuş
قره قوشلو,Karakuşlu
قره قوشلى,Karakuşlu
قره لر,Karalar
قره لوم,Karalom
قره لوم مع بولميه,Karalom maa Polomiye
قرم ام سمروع,Karam Ümm-i Semeru
قره مغاره,Karamağara
قره مان,Karaman
قرمان,Karaman
قرمان قونيه,Karaman/Karaman-ı Konya
قرمانلو,Karamanlı
قرابوز,Karamboza/Karaboz
قارابوز,Karamboza/Karaboz
قاربوز,Karamboza/Karaboz
قره مق,Karamık
قرمق,Karamık
قره مق مع جاى,Karamık maa Çay
قرمق مع شفيق,Karamık maa Şefik
قره مورط,Karamurt
قره مرسل,Karamürsel
قره مُرْسَل,Karamürsel
نفس قره مرسل,Karamürsel merkez
قران,Karan
القران,Karan/el-Karan
قران شبش,Karanşebeş
قره اوه,Karaova
قره اوه,Karaova/Bodrum
قره آباد,Karaova/Karaabad
قره اباد,Karaova/Karaabad
قره عمر,Karaömer
قره عمر,Karaömer
قره اوز,Karaöz
قره پيكار,Karapınar
قره پكار,Karapınar
قره پيڭار,Karapınar
قره بيكار,Karapınar
قره پيڭار مع سلطانيّه,Karapınar maa Sultaniye
قره پوكار,Karapınar/Karapunar
سلطانيه,Karapınar/Sultaniye
قره بيكار,Karapınar/Sultaniye
سلطانيۀ قره پيكار,Karapınar/Sultaniye-i Karapınar
قره پرچك كبير,Karapürçek-i Kebir
قره پرچك صغير,Karapürçek-i Sagir
قراسته,Karasta
قرستوش,Karastoş
قره صو,Karasu
قره صو,Karasu
قره صو بازارى,Karasupazarı
قره صو,Karasupazarı/Karasu
نصف قرا صو,Karasupazarı/Nısf Karasu
قره صو طماق,Karasutamak
قره صو تماق,Karasutamak
قره تماق,Karasutamak/Karatamak
نصف قره صو طماق,Karasutamak/Nısf Karasutamak
قارش,Karaş
قراش,Karaş
قراشوه,Karaş/Karaşova
قره شار,Karaşar
قراطه,Karata
قراته,Karata
ناك قراطه,Karata/Nagikarata
قره طاش,Karataş
قرى طاش,Karataş
قره طاش مع آرغادى,Karataş maa Avgadı (Argadı)
قره طاش مع ارغادى,Karataş maa Avgadı (Argadı)
قره طاش و اوغادى,Karataş ve Avgadı
قري طاش,Karataş/Karıtaş
قرى طاش,Karataş/Karıtaş
قره طاش كوى,Karataşköy
قره طاش,Karataşköy/Karataş
قره تپه,Karatepe
قره دپه,Karatepe/Karadepe
قنق,Karatilhamdun/Kınık
قره تيمورخان,Karatimurhan
قره تنوس,Karatonus
قره طوپراق,Karatoprak
قره طوت,Karatut
قره اولوس,Karaulus
قره اورغان,Karaurgan
قره وادى,Karavadi
قره وار,Karavar
قره وليلر,Karaveliler
قراوى,Karavi
قاراوى,Karavi
قارانى,Karavi/Karani
طباق اطه لرى,Karavi/Tabak Adaları
قره ويران,Karaviran
قراويا,Karaviya
قره ويا,Karaviya
قاراووله,Karavola
قرووچه,Karavuça
قره يقه,Karayaka
قره يقه مع طاش آباد,Karayaka maa Taşabad
آل اينك,Karayaka/Alinek
ال اينك,Karayaka/Alinek
قره يازى,Karayazı
قره يازي,Karayazı
